timestamp,hour_sin,hour_cos,day_sin,day_cos,is_weekend,solar_actual_kw,solar_forecast_t+1_kw,solar_forecast_t+4_kw,load_p1_kw,load_p2_kw,load_p3_kw,battery_soc,battery_capacity_kwh,battery_max_charge_kw,battery_max_discharge_kw,grid_status,blackout_probability,blackout_type,expected_outage_duration_min,maintenance_active,is_islanded,available_island_power_kw
2024-01-01 00:00:00,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.9418244119965498,0.6730654469447447,2.612873290687779,0.6664580622368363,20.0,5.0,5.0,1,0.9413549242801476,1,40.910244425207104,0,0,5.0
2024-01-01 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0.0,0.0,0.0,1.7112340113684155,0.9367986137397091,1.2581788555485327,0.46485598737362877,20.0,5.0,5.0,1,0.15427033152408348,0,0.0,0,0,5.0
2024-01-01 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0,0,0.0,0.0,0.0,1.8135185188844172,2.3212931303449995,2.269422648518678,0.1781376912051071,20.0,5.0,5.0,1,0.036611470453433645,0,0.0,0,0,5.0
2024-01-01 03:00:00,0.7071067811865476,0.7071067811865476,0.0,1.0,0,0.0,0.0,0.0,1.644428065498587,2.319750123764772,2.5679835013789227,0.8756677022116469,20.0,5.0,5.0,1,0.26844820512829465,0,0.0,0,0,5.0
2024-01-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0.0,0.0,0.0,1.0497949012816865,1.2167198518603484,0.9697846971895165,0.38540266135487145,20.0,5.0,5.0,0,0.699323478741167,1,45.65563517275187,0,1,5.0
2024-01-01 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0.0,0.0,0.0,3.5848472039909423,4.414585135158457,5.127189990623913,0.1926952476201038,20.0,5.0,5.0,1,0.09926940745579475,0,0.0,0,0,5.0
2024-01-01 06:00:00,1.0,6.123233995736766e-17,0.0,1.0,0,0.0,0.0,0.0,2.675242059589239,2.1469987649110336,0.9627054810005521,0.708628038893518,20.0,5.0,5.0,1,0.14813867890931723,0,0.0,0,0,5.0
2024-01-01 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,1.5307578709339644,1.0948768266552502,1.050579243421417,1.395296423762154,1.065741252225698,1.5050597640485688,0.2994337833191,20.0,5.0,5.0,1,0.06863944964748674,0,0.0,0,0,6.530757870933964
2024-01-01 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,1.9728130506315336,1.5718048111626626,2.6509835597252613,2.43989971243708,3.6411397316568586,3.8336228494916704,0.8140471987919823,20.0,5.0,5.0,1,0.26882738997704797,0,0.0,0,0,6.972813050631533
2024-01-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,3.146405428873809,2.632789659923586,2.9629266692026373,2.916128869212442,0.8948918613329693,2.6617080736352574,0.2776862483765842,20.0,5.0,5.0,0,0.9800183963693817,2,276.96087960622657,1,0,8.146405428873809
